"","X","screen_name","text","location"
"2056",2056,"MNOPolitics","Yes just me here to tell you that if you’d done a wink of research you’d have gotten your flu shot while pregnant because you’d know that the flu is dangerous to fetuses. But surely with all of your vaccine research, you know this...","California, USA"
"2057",2057,"SciGuyKai","@natalia13reagan On the other hand... I haven't received a flu shot in many years and haven't contracted the flu either. I'm not often around many people and I'm fairly good about washing my hands and sanitizing.

Do people like myself pose a risk to herd immunity?","Sarasota, Florida"
"2058",2058,"miab94","Since this is flu season, please get your flu shot people! Baby brother and sis are terribly sick with fevers and nausea. <U+0001F613><U+0001F637>","California, USA"
"2059",2059,"aPrincessesdad","@PatheticLoserAB I never have and never will get a flu shot","Ontario, Canada"
"2060",2060,"cheyenneleemua","@KailynDawson Luckily chunks had the flu shot and his symptoms are no where near as severe. Like he’s super sleepy but when he’s up, he’s playing around. We haven’t had any vomit <U+0001F91E><U+0001F3FC> yet","Virginia, USA"
"2061",2061,"Llama5x","@PatheticLoserAB Sorry, different opinion here. I get the flu shot. I encourage others to do the same.","Ohio, USA"
"2062",2062,"natalia13reagan","Need more reasons to get that flu shot? Here you go. And even if you’re not/cannot get pregnant, a flu shot boosts herd immunity #VaccinesWork https://t.co/gtedqxutze","NY/LA/Chi/Your mom's house"
"2063",2063,"ewcorpuz","Just got a flu shot so basically I’ll be sick next week for sure.","Oxnard, CA"
"2064",2064,"Avamoore115Gma","@PatheticLoserAB Oh wow. After reading that I don’t think I’ll be getting another flu shot either","Chicago Illinois USA"
"2065",2065,"TexasMedClinic","Myth: You can catch the flu from the flu vaccine. Check out the link to read more about Flu Shot Myths, and what you can do to prevent the flu this season! #flumyths #texasmedclinic
https://t.co/WIu9pBBrUz https://t.co/IB1PkfXDN2","Central Texas"
"2066",2066,"Maitlyn_Kason","If I could share some of my hard-earned pregnancy wisdom with you folks for a quick sec:

Don’t get the flu. 

Side note, I’m very thankful I got the flu shot this year because I know it could be much worse.","Oregon, USA"
"2067",2067,"sewage666","“Well, I don’t get the flu shot because I can handle the flu, and also I like giving babies autism” my coworkers https://t.co/HK6Bet7Z8n","Oakland, CA"
"2068",2068,"phat7deuce","@NipunChopra7 I just read that autism could be more likely found in children whose mothers contracted the flu during pregnancy.  The flu which could be somewhat prevented by a flu shot.

So, I guess vaccines were the hero after all.

[roll credits]","St. Petersburg, FL"
"2070",2070,"kaytee1098","So you are saying a flu shot can help prevent autism. https://t.co/HV0OnMmVwL","Houston, TX"
"2071",2071,"zadri","So not getting your flu shot, so not getting vaccinated, as a pregnant woman actually causes autism...”Exposure to infection in the womb increases risk of autism and depression, study says.” https://t.co/Bg6olrrkf0","Pittsburgh"
"2072",2072,"peanut21466","@realDonaldTrump fighting the flu w/ Tea out of my cup (even tho I got the dang flu shot) <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F> oh well,  I have a great president <U+0001F60A>#MAGA https://t.co/MdmKgMNnlw","Somewhere in NY"
"2073",2073,"MmmWoops","my new work out regiment is going great<U+2728> i didn’t get my flu shot and now i have the flu and i’ve lost so much weight<U+2728>","San Jose, CA"
"2075",2075,"WoodcarverJudy","@Marilyn_BB_Fan Did you get the flu shot?","USA"
"2076",2076,"compass_md","Not only is this year’s flu shot nearly 50% effective, which is quite a good rate for the annual flu shot, but we have higher rates of adults and children vaccinating, both around 45% of Americans, as opposed to 37.1% from last year.

#FamilyCare #FluShots #Vaccines #Flu","Newberry, SC"
"2077",2077,"KylePTAgent","@FuzzBeedEli @BleacherNation Exactly. Are the Cubs going to restructure deals next year based on whether guys got a flu shot?","Madison, WI"
"2078",2078,"BLaw","Flu vaccine makers will know better how to gear up for the next flu season after the FDA votes which strains should be included in the shot. https://t.co/BfsTsYgiOH","Arlington, VA"
"2079",2079,"TrixR4Jesus","@lvlorgan “But last time I got a flu shot I ended up getting the flu!”","Grove City"
"2080",2080,"KiaHumphrey3","@alia_e @USATODAY No but now I have a change of heart about vaccinations. I don't trust it. Just like that flu shot.","St Paul, MN"
"2083",2083,"PrecisionDurham","Don't get the flu shot! Read these three reasons why. https://t.co/kXvFhAKJZT #chiropractic #DurhamNC #flu https://t.co/HOIigadk1g","Durham, NC"
"2084",2084,"PrecisionDurham","3 reasons not to get the flu shot. https://t.co/hdYCDN8rra #chiropractic #DurhamNC #flu https://t.co/0SwPQmJgMe","Durham, NC"
"2085",2085,"nest_medicine","Although peak time for flu season is over, we recommend you to continue to take preventative measures! Come in today for your shot, wash your hands thoroughly, and eat nutritious foods.

Call us for your appointment: (972) 200-5666

#nestfamily #primarycare #preventativecare https://t.co/YncyQNvR8d","Plano, TX"
"2086",2086,"DavidACohen_MD","3 unnecessary (&amp; false) forms of mass hysteria:
<U+2705>There can’t be #GlobalWarming because I am cold
<U+2705>I won’t give my child the flu shot because I don’t want him getting autism
<U+2705>I won’t take ANY #osteoporosis medication because they CAUSE fractures &amp; destroy teeth

<U+0001F926><U+200D><U+2642><U+FE0F>
#EndoTwitter https://t.co/FXjoIFlruW","New Jersey, USA"
"2087",2087,"Greggbloomfield","@thistallawkgirl Agreed.  Going further....Rands insane bullshit puts all Americans at risk, especially  children and seniors. Herd immunity protects the most vulnerable in our society. 

Vaccinate your kids and get a goddamned flu shot.","New York"
"2088",2088,"JLangWood","@JimmyStreich A flu shot isn't the pneumonia vaccine.  and it protects against most but not all pneumonia pathogens","Florida, USA"
"2089",2089,"j1ken","If I hear one more person say they didn't get the flu shot because it might give them the flu...","New York, USA"
"2090",2090,"KCERprogram","It’s not too late to get vaccinated against the #flu virus! Click on this link to read why you should get the flu shot now: https://t.co/v2dTaBSqeH","Tampa, FL"
"2091",2091,"thatissodawn","I know I’m late but finally aiming to get my flu shot today. Tried before but had a mild cold. Now I need it before my niece is born into this world! Precious little babies and their weak immune systems. <U+0001F622>","East Bay, CA"
"2092",2092,"dupage_care","From the seasonal influenza (flu) shot to tetanus shots, at DuPage Immediate Care we offer a variety of vaccines to keep you healthy year-round. What’s more, we also offer standard and specialized vaccinations.

Learn more: https://t.co/8POBYNuC9A

#FluShot #Vaccinations #UrgentC https://t.co/JFySdoKLOv","Oakbrook Terrace, IL"
"2094",2094,"davidghilty","Get your flu shot! Because pharmaceutical companies need the money. https://t.co/ms0dVNTJki","Beaver, PA"
"2095",2095,"springwater3","Came to the doctors for a flu shot now she scared lol <U+0001F602>","Miami Florida"
"2096",2096,"localistmocal","@muri_ne Good aunt, I'm too much of a lazy dumbass to take a flu shot and every year I pay the price :(","California, USA"
"2097",2097,"GothBitches","@_abcdemilee Idk exactly how many there are but there’s more than 5. Then you have to get multiple sets or boosters on top of the originals. 
Then they want you to get a flu shot every year which is 18 shots right there by the time you’re an adult.","NJ"
"2098",2098,"AnthonyMofNTX","Finally feeling better after battling the flu. This is the last year I forget to get my flu shot! https://t.co/pSEbTEQ88y","Fort Worth, TX"
"2099",2099,"kayscooking","This people!!! Get your flu shot and vaccinate! You’re not only taking a huge chance for yourself and your children .... think about others that you’re around! Especially babies, elderly and those of us with autoimmune disease! https://t.co/mL3gX5BH12","Arkansas, USA"
"2100",2100,"SedgwickCounty","Kate Flavin, PIO, opens the meeting and invites Adrienne Byrne, Health, to the podium to give an update regarding the flu. It's not too late to get a flu shot! She also invites Cody Charvet, Emergency Mgmt, to the podium to discuss #SevereWeatherAwarenessWeek. https://t.co/vwAsJssMQ9","Sedgwick County, Kansas"
"2101",2101,"bonermama","Everyone needs to wake up and realize what is happening in our country. They are trying to make ALL vaccinations mandatory. Any vaccine they add to the “recommendations”, you’d HAVE TO GET IT. Prefer not to get a flu shot? Too bad. Don’t want the HPV shot? TOO BAD","Texas, USA"
"2103",2103,"MelissaSuzanne","Skip the flu shot? Decide against HPV for your teen? #medicalchoice works for all of us. #thevaccineconversation #antimandate https://t.co/lu2LWvUL65","California, USA"
"2105",2105,"PennyKeepUSARed","I had just gotten my flu shot a couple of years ago when I met a friend of mine who works in a hospital. She said she NEVER gets the shot because the doctors and nurses at the hospital refuse it. Her argument, if the professionals are scared of it we all should be. @SecAzar","TX"
"2106",2106,"melodyherbalist","Patients are always curious why I do not personally, not have my famil, nor do I recommend them get the flu shot . Read the article. https://t.co/ClHncanRWW","Northern Virginia "
"2107",2107,"rsdos630","@feeonline Don't get the flu shot. leave your job. They can only continue this blackmail for so long until they run out of workers
#CNA 's 
#Nurses
#Medicalcare","Illinois, USA"
"2108",2108,"Lone_Hawke","Just got my flu shot and I'm still sick of y'all niggas","Pittsburgh"
"2109",2109,"SharedConcept","Some great news about the flu shot in pregnancy! #sharedconception #surrogacy #surrosisters #pregnancy #pregnancyhealth #mommytobe #thefluisnofun #parenting  #wemakefamilies https://t.co/MpfaCcdMQp https://t.co/wuwM2eGBCO","Houston, Texas"
"2110",2110,"shared_concept","Some great news about the flu shot in pregnancy! #sharedconception #surrogacy #surrosisters #pregnancy #pregnancyhealth #mommytobe #thefluisnofun #parenting  #wemakefamilies https://t.co/22nCfLlZD4","Houston, TX"
"2113",2113,"ShelbyTNHealth","#Flu is still circulating in Tennessee. Can you recognize the symptoms? It's not too late to get a flu shot, and the Shelby County Health Department will give you one for FREE while supplies last! Find your local health department: https://t.co/QDW7HiDemS https://t.co/O84dppT7cK","Memphis, TN"
"2114",2114,"youssefrddad","19 more die from flu-related illness in Arkansas last week, and the health department says about 70 percent of those patients either didn't get a flu shot or had no vaccination history. #ARNews https://t.co/pSnMuTP5Bl","Little Rock, AR"
"2115",2115,"NewsTalk780KOH","Washoe County Health District reporting an uptick in flu cases. https://t.co/oUdNGAW0Hq https://t.co/WstHCpOXVs","Reno, NV"
"2116",2116,"brookied820","@realprinceblue Oh no, feel better! Did you have a flu shot this winter?","West Chester, PA"
"2117",2117,"HazelMoon76","@BritLynnHMC Yeah from birth here too. The flu shot is an optional one, it is the one I am undecided about atm","Australia"
"2118",2118,"docbeerio","@bunniferated @medicalaxioms Also sorry the swine flu shot got you sick, but you are apparently still living... the yellow fever vaccine gave me headaches for a few days, tetanus booster made my arm sore, but I also never those diseases. I'll take it.","Houston, TX"
"2119",2119,"BBobbio71","Man,  they are really pushing hard for vaccines the last couple of days.  Used to be"" you really need the flu shot"" now ""you really need to be vaccinated""! Lamar is pushing hard in Tn. I wonder what we'd find if we followed the money<U+0001F914><U+0001F914><U+0001F914><U+0001F914>","Gods Country, USA"
"2120",2120,"paix120","Why am I up and on Twitter at 7am on a day I'm off work? Because I have some sort of flu or something (despite flu shot - maybe that made it not as severe), and am trying to distract myself from feeling crappy <U+0001F912><U+0001F92A>","Harrisonburg, VA"
"2121",2121,"RogerEdworthy","Personal log my cold feeling bit better this will teach me for not getting a flu shot this winter","Trenton Ontario Canada"
"2122",2122,"ginxxxx76","@TheManofYahweh @gilbert_rehling @GeorgeTakei The 2010 swine flu shot caused me to have a miscarriage... Heartbreaking.","Arkansas "
"2123",2123,"lindamartinseng","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/CD70H6djam","Michigan"
"2124",2124,"eugeniabee","@dcexaminer Get a grip.  I fully vaccinated and am the first in line for a flu shot.  But measles kills one in a thousand people who get infected in this country.  I’ll wait for Marburg before letting utter panic lead me to say “sure gvt, you own my body, do whatever you want”","Vermont, USA"
"2126",2126,"StayYoungMedia","Think the #flu #shot isn't worth it? Listen up! https://t.co/rZaUHKsfYV","Texas, USA"
"2128",2128,"sinbethemoon","@papp29 @drcmoliver @ChipQuasney @cspan @RandPaul @SenRandPauI She's right that they may get the wrong flu shot for the strain because they are anticipating which flu strain will be out the coming year. Idk where she's getting the rest of that bullshit.","Tx USA"
"2129",2129,"lexgrimm7","thank god for my flu shot","Frederick, MD"
"2130",2130,"erwinsdead","the episode of family guy when peter and quagmire are a bend and peter shoots up a flu shot but they make it so he’s shooting up heroin habababaah","Los Angeles, CA"
"2131",2131,"imyerhero","Tomorrow is my next to last pt appt for my shoulder injury yet I am crying from the pain it still flares up with. Like the pain you get in your arm after a flu shot only amped to 11.","Tacoma, WA"
"2133",2133,"sexgeekAZ","Of course I'd change my mind if my life was endless misery at a certain point, but for now, I'd rather aim high than come up with poorly thought-out reasons to arbitrarily stop getting my flu shot in 2053. (Also flu shots are for the herd, not just for you, douchebag.)","Toronto, Canada"
"2134",2134,"grxtta22","Someone smack me if I ever decide not to get the flu shot again","La Jolla, CA"
"2135",2135,"LifeofJessicaaa","I got a flu shot just to get the flu","Maryland, USA"
"2136",2136,"Cherdav25","@_MissMelody 3 people I know had the flu within a week of getting the shot...they say its because your already sick when you get it but they were all very healthy","California, USA"
"2137",2137,"thisislxve","I miss the option of getting nasal spray instead of a flu shot","united states"
"2138",2138,"BradALevin","I have to admit, I am not very risk adverse. For example, I have never had a flu shot in my life. Yep, living on the edge! #FluSeason #risktaker","Calabasas, CA"
"2139",2139,"rutharamde","me rn bc i didn’t get the flu shot a few months ago https://t.co/E7j6LpRh2C","seattle"
"2140",2140,"Ritz_Tweeting","I know you can't actually get the flu from the flu shot, but I got my shot today and I'm definitely feeling the garbage side effects :(","Denver, Colorado, USA"
"2141",2141,"CuntNamedJuan","@SimplyTruthNow The principles behind the mutations of more lethal diseases such as measles, mumps, and rubella are not the same as an annual flu shot. There are currently epidemics occuring from diseases we have thought to have eradicated from our country because of this stupid bullshit.","Texas, USA"
"2142",2142,"TinfoilTricorn","@BLawson92 @ElnedaC @jtcowder @jessphoenix2018 You are a joke not credible, not credible please go get every single flu shot, and prove me wrong. https://t.co/7u8ytmmG1E","Valley Forge, PA"
"2143",2143,"Latriseh_","I’ve been trying to convince my mom for months it is ok to get a flu shot. Lmao smh.","Winston-Salem State University"
"2144",2144,"Lex_491","@GraceQuek Never had a flu shot...rarely get sick. I'm sorry  you are ill my friend...feel better soon!","Pasadena, CA USA"
"2145",2145,"jazzrat2000","@VABVOX One question would be did you get your flu shot rand?","USA"
"2146",2146,"afairgrieve28","@_MissMelody I hope you feel better soon! I got the flu shot last year and was so so sick after. I didn’t get one this year but people keep saying to keep up with them. ESP if you are around children or seniors. Feel better soon!","Proud Canadian"
"2147",2147,"JudiUSA45","#TuesdayThoughts @KatieCartright @MyBamaBelle528 @stevensongs @KING_IS1 

5 facts about me.
-I love my dogs more than most people I know
-I have Brachydactyly thumbs
-I do not have to shave my armpits
-I believe in the afterlife
-I never get the flu shot

Tell me 5 about you?","Oregon, USA"
"2148",2148,"aledamiann","I’ve been sick at least 7 times in the span of 2 months.. I really should’ve gotten my flu shot when I should’ve","Nochistlán de Mejía, Zacatecas"
"2149",2149,"Brooke_R14","ok i know it’s late in the game aka not even flu szn but like i dead ass worked up what little courage i have to get a flu shot on my own time today!! college changes ppl :)","onalaska"
"2150",2150,"TheBryceHarvey","Gravy so cold - I think I need a flu shot.","Papillion, NE"
"2151",2151,"SchnurreZueri","@DrLovlie @DrAwesomeTweets @PeakTranarchy @CNN I am just curious why in Switzerland for example you hardly read any headlines about healthy adults and kids dying of the flu and to my knowledge most healthy people don’t do the flu shot. I never even heard of the flu shot until I moved here.","United States"
"2152",2152,"falt_doug","@tw__sunny Did you have your flu shot?","Rio Vista, CA"
"2153",2153,"drcmoliver","@papp29 @ChipQuasney @cspan @RandPaul @SenRandPauI They don’t get it right ever! Don’t you get it, it’s impossible to guess the strain bc it changes constantly. People die when they get the flu shot, get an illness shortly after, then tamiflu is given. That’s when death occurs with the flu.","Georgia"
"2154",2154,"drcmoliver","@ChipQuasney @cspan @RandPaul @SenRandPauI Sweet man but very illiterate on vaccines... you’re saying that people died from not getting a flu shot? Flu strains change constantly. There’s no way they can make a flu shot and it be the right strain. Next...","Georgia"
"2156",2156,"haircut_hippie","@pineappleweave i think so. getting the annual flu shot is a condition of employment
idk, maybe I'm misinformed","the Gulf Coast"
"2157",2157,"AboutPediatrics","In England, so far this year, the children’s flu vaccine (nasal spray vaccine) was 87% effective against circulating flu strain and much more effective than the flu shot in adults. https://t.co/3puvwbEKLR #VaccinesWork https://t.co/StaPI6QQQ2","Dallas"
"2158",2158,"Eddie_and_Patti","@DFBHarvard I don't believe in mandatory vaccines.  Do you realize how many people in government are invested in pharmaceuticals???  There are people getting sick &amp; dying after receiving the HPV immunization?  People are sick &amp; dying from receiving the flu shot.  Do you know what's in it?","Union City, TN"
"2159",2159,"romepix","@whatfreshhello @BostonsBuddha No chills thank god - it’s def not the worst flu I’ve had ... first year I didn’t have the flu shot and it’s the most mild flu I’ve had but I stupidly made myself super dehydrated and felt 1000x sicker until I made electrolyte juice water <U+0001F923><U+0001F602> feel better","Massachusetts, USA"
"2160",2160,"ayurvedic18","i can’t go to work for 72 hours because i was exposed to influenza (while at work) and i did not receive the flu shot. i’m actually sad about it because i’m trying to save a lot of money <U+0001F622>","Ontario, Canada"
"2161",2161,"marivalford","@Steve_Saban @cspan @RandPaul The flu shot, TDap, Gardasil and MMR have extremely high adverse reaction rates. People still get these diseases when vaccinated.","California, USA"
"2162",2162,"FAIRx818x","I really need to go get that flu shot LOL Forgive me Larry but maybe we can finally start our podcast soon? Cuz we've been lagging on that for a good fucking 3 years. https://t.co/FqbEQ7pvAM","Los Angeles"
"2163",2163,"keylee_lanett","hi I’m an idiot and didn’t get my flu shot and now I’m dying inside. that is all.","Edmond, OK"
"2164",2164,"LittleLamb2001","@miroslavalavrov @wmaris29 @lakebreeze1 @PattyMurray Then again...
""I got the flu last year despite getting the shot, therefore no flu shots are good and i just got lucky every year when i didnt get the flu and my mom wasted her money.""","Washington, USA"
"2165",2165,"EROHealthComms","@amyklobuchar @SenMarkey @SenTinaSmith What we need is universal healthcare where people don’t need gofund me accounts or risk losing their homes to pay for healthcare. You don’t get to the White House with a universal flu shot.","New York, USA"
"2168",2168,"Kaaiit_theGreat","@StevieKnicks21 My parents don't believe they're healthy or effective. Ex: most ppl who get the flu shot end up getting the flu...","Los Angeles, CA"
"2169",2169,"GayAlexJones","@BrokeBrownlet @binladenfanacct @white_copal @filthyruckus69 i got a flu shot before","United States"
"2170",2170,"NureenKhan8","We were at the doctors yesterday and the nurse stepped out to get the flu shot and so my sister was dancing behind the door and recording a video and the nurse came back and the flu shot flew outta her hand and she yelled at my sister","New York, NY"
"2171",2171,"Jennife96199721","@Cordicon I told my Husband if you get the flu shot this year don’t come home! They offer it at work every year and every year I get sick from him and bringing the live virus home!!","Cypress, Texas"
"2172",2172,"ambrialee","@Cordicon I've looked it up. Disgusting! My new doctor told me if I didn't get the flu shot, to find another doctor. I'll be hunting for a new one. <U+274C> No vaccines! <U+274C>","United States"
"2173",2173,"716jwww","I was vaccinated and my ass is doin okay. It's the flu shot that I find bullshit. Shit is just poison in my opinion but not getting a child vaccinated is waaaaay to fucking risky. We don't know what diseases are cooking up in the lab rn so get ya baby vaccinated https://t.co/sCpQ8t99yW","Lakewood, NY"
"2174",2174,"lombardi_coach","@sjstaebler huh ? never heard of it ...like a flu shot , I'm sure somethings up with that .... @ Fuckup mike's tweet when he announced him death I said oh too bad , did he know Hillary ?","California, USA"
"2175",2175,"ClaireEFallon","@ashleyfeinberg i will do that in exchange for you getting a flu shot next year","New York, NY"
"2176",2176,"ahhh_leahhh","@tayskyekay I will personally give you a flu shot next year.","Pittsburgh, PA"
"2177",2177,"SigiLK","@ineedkindereggs @beardownincali @cspan @RandPaul Or that evolution of bacteria &amp; viruses is continuous &amp; one flu shot doesn’t cure the flu forever.

Are you against pets (dogs especially) getting the rabies vaccine?  

Same principle applies. Doesn’t last forever. Needs to be updated over time. Is that considered ineffective? https://t.co/KVKEz2Omfp","Phoenix, AZ"
"2178",2178,"WTOCHarley","Doctors say it’s never too late to get a flu shot!!

https://t.co/SS6XK32YNG","Claxton, GA"
"2179",2179,"LexAndTheCity17","@activesandal Their flu shot excuse <U+0001F624>","Flavortown, USA"
"2180",2180,"caren_miles","It’s the flu. 
Thank God I got my flu shot this year.","Northern California"
"2181",2181,"retro_dmn","Just got flu shot AMA","Las Vegas, NV"
"2182",2182,"newf93","@ISISDaWonder Hope your mom gets well soon. The flu shot isn’t 100% effective, so there’s always a chance... sounds like she got the vaccine, so hopefully that will help her get over it quicker.","United States"
"2183",2183,"coach_staggs","@TROKNOWS I don’t get the flu shot but do try to stay home when sick.","Norman, OK"
"2184",2184,"Logic_Shock","@nowhere5555 @DanielSchoel @TheTimmyDavis @ACLU Wait, what flu shot lie?","Macon, GA"
"2185",2185,"Mconroe","Today was one of those days where I drove by a pharmacy’s outdated sign “Get your flu shot today!” and pancicked I hadn’t gotten one yet but it’s March. I had mine in October.","Albany, NY"
"2186",2186,"SWchickadee","@xLosingFaith But there’s so much sunlight left after I get home from work! Dude, I never, ever take a flu shot. Big fat nope...","Alabama, USA"
"2187",2187,"kimashton","@ISISDaWonder So sorry to hear that.  My co worker got the flu even after getting the flu shot","cross the river, in Jersey "
"2188",2188,"KaitlinElyse_","I should’ve got that flu shot <U+0001F62A>","Louisville, KY"
"2189",2189,"NyxbornWolf","Do me a serious favor here people.  Get your flu shot","Raleigh, NC"
"2190",2190,"ammamaw","@BetsyGervasi Was at the docs when they opened this am begging to see him. Going on 8 weeks here.<U+0001F92C>Unbelievable!AND I got a flu shot! Good luck to you guys!<U+2764><U+FE0F>","western us"
"2191",2191,"abbiesomeone","@authenticpaint @NBCNews For full disclosure, my kids are fully vaccinated and get a flu shot.     Herd immunity!!","Hoboken, NJ"
"2192",2192,"yychealthnut","This year’s #flushot was far more effective than last year's. Here’s why https://t.co/WTYYqTfHgw","Calgary, Alberta"
"2193",2193,"yychealthnut","This year’s #flushot was far more effective than last year's. Here’s why https://t.co/WTYYqSY6oY","Calgary, Alberta"
"2194",2194,"yychealthnut","This year’s #flushot was far more effective than last year's. Here’s why https://t.co/WTYYqTfHgw","Calgary, Alberta"
"2195",2195,"yychealthnut","This year’s #flushot was far more effective than last year's. Here’s why https://t.co/WTYYqSY6oY","Calgary, Alberta"
"2196",2196,"jamisings","I've really had it with #antivaxxers. First they try to MURDER their children via deadly diseases &amp; bleach enemas, claimed Alan Rickman &amp; David Bowie's cancer came from the polio vaccine, now they're trying to blame the flu shot for #LukePerry's death. Fuck anti-vaxxers!","California"
"2197",2197,"GhettoRx","Y'all will never understand the importance of getting a flu shot until you see someone on life support for the flu.","Grand Rapids, MI"
"2198",2198,"beefcakebabe","Pro-flu-shot parent: I just gave my kids the flu shot! They’ve never been better!
Her kids: https://t.co/OYFKkwQlok","California, USA"
"2199",2199,"BrittanyRigacci","This year's flu shot effectiveness is better than the last two years, protecting about half of the vaccinated people in the U.S. https://t.co/xKVu9hl1o2 https://t.co/yUzCnimKma","Dallas, TX"
"2201",2201,"JCBlakeney76","@PatheticLoserAB The flu shot doesn't cover every strain of the flu out there. They study trends and make an educated guess on which strains to include each year. Hopefully,  you won't get as sick as if you didn't get the shot. Flu sucks!","southern US"
"2202",2202,"apptricity","What can supply chain management and real-time visibility do for flu vaccination distribution? Find out here https://t.co/ppPQDYRyXt #realtimevisibility #supplychainmanagement #healthcaresoftwaresolutions #iot #assetmanagement","Irving, Texas"
"2203",2203,"TROKNOWS","So this is what happens if you have the flu &amp; strep, &amp; still have to be a parent. Wearing a mask around the house so that I reduce the risk of the kiddo catching either. Thank you, folks who don’t get their flu shot &amp; who don’t stay home when sick. My hate for you grows daily<U+0001F92C><U+0001F611> https://t.co/fJKUujdGr2",""
"2204",2204,"StLukeMT","Have you gotten your flu shot? If not, call St. Luke and we'll set you up!
 #StLuke #FluShot https://t.co/VvNcissant","Ronan, Montana"
"2205",2205,"QTent2016","@Blueskiesovergr @TOPublicHealth @ErinPaulCTV @ONThealth Even though flu shots don't protect one from all flus, they reduce the severity if you do get a flu. Also shot reduces inflammation ('inflamm-aging') &amp; reduce heart attacks &amp; stroke. Getting flu increases that risk. https://t.co/M4U0ePHFNs","Toronto, Ontario"
"2206",2206,"QTent2016","@Blueskiesovergr @TOPublicHealth @ErinPaulCTV @ONThealth The flu shot does not cause people to get the flu (they contain either dead virus, or a single gene niether of which can cause infection) . And this year's vaccine is a good match for the current H1N1 strain and providing good protection.","Toronto, Ontario"
"2207",2207,"medicalaxioms","@bunniferated You are more likely to get mauled by a bearskin rug than you are to get the flu from a flu shot!","United States"
"2208",2208,"Carroll4Leah","@TrevorWilliam17 Wow! I'm super happy the flu shot really works for you. It doesn't work for me so I choose not to get it unless I have to. That's the only vaccine I've ever had problems with. I'm jealous it works for you","South Salt Lake, UT"
"2209",2209,"bubblegumps","@magdott Literally alver right now. Got the flu shot yesterday y hoy está que se muere","United States"
"2210",2210,"jms18222","@BlueDevilNation I had the flu shot &amp; 1st part of the pneumonia vaccine, I had the flu then 10 weeks with pneumonia. This year I had the flu shot &amp; the 2nd part of the pneumonia vaccine. I didn’t have a sniffle this year.  Who knows!","Pennsylvania"
"2211",2211,"lcdavis1225","The kindest thing anyone has done for me has some recency bias (since I’m on my death bed) but this Matzo Ball soup delivery is saving me from a surprise visit from the flu .. despite getting a flu shot. https://t.co/owWyvbwn0g","New York, USA"
"2212",2212,"eatmovemake","#ad Even if you’re not worried about yourself, getting the flu shot helps prevent the spread of flu to the people around you. Find out more at https://t.co/OS8BfVTgS4 #IGotMyShot #IC @LungAssociation https://t.co/D48VqfxVm1","North Carolina"
"2213",2213,"sofiefieri","an antivaxxer in the urgent care waiting room is telling me she got the flu from the flu shot i really gotta go","Chicago, IL"
"2214",2214,"whittynovels","@JakeDoesBooks you've never had a flu shot","north texas"
"2215",2215,"MatzegOtto","@MolotovGirl If the flu shot worked then why do they push it every year","Simcoe Ontario Canada"
"2216",2216,"MatzegOtto","@MolotovGirl If a flu shot is free then whats in it","Simcoe Ontario Canada"
"2217",2217,"jmcnair25","Now flash forward and the same thing is happening to me (fuck the flu shot man it does nothing) and my new bosses have gone out of their way to check in on me and have been super accommodating. Having a good boss makes such a huge difference","Winnipeg"
"2218",2218,"homieteresa47","@bellefor7 @StormIsUponUs Yes i watched dr tent discuss this. And brought up tht sugar cube we took  too.  Makes me sick.  I got lupus and they got mad tht i rejected flu shot","Tennessee, USA"
"2219",2219,"thywonderlannd","A shot of rum to combat flu symptoms","Kingston, Jamaica"
"2220",2220,"ClaireMPLS","I finally got the flu after years of gloating about how I didn’t need a flu shot. On the bright side: I now have time to binge watch things on Netflix. What should I watch?","los angeles, ca"
"2221",2221,"thunderCAZ","I definitely got the flu like Saturday night-Sunday morning time because I feel a HeLL of a lot better today. It’s obvious now. It’s hard to tell anymore cuz of how strong these flu shots be getting these days but I definitely had something. I hate to imagine it without the shot.","Michigan, USA"
"2222",2222,"MMlle","@catmoonwarrior Yeah, with the amount of mercury in a flu shot, he had a massive stroke and died of mercury poisoning, I'd be willing to bet!  #mercurytoxic","deep in the heart of Texas"
"2223",2223,"sceconomist","@wesleydonehue Well you are least aloud to have your own opinion, that I acknowledge are thoughtful.  But it my opinion your opinions are misguided.  By the way did you get a flu shot?  Or is sick leave for a sinus infection?  Glad you and your family has good health insurance.","Columbia, SC"
"2224",2224,"DanWolken","@Jonesy2x4 Get the damn flu shot","Atlanta"
"2226",2226,"MikeTrainorMFT","Do not get the flu shot https://t.co/x2C68Ou1T3","NYC "
"2227",2227,"EagleCheesecake","@HoboInANiceSuit ""How come you get sick whenever you get a flu shot""

Honestly you probably wait too fucking long and catch it from some sick asshole in line while waiting for your shot.","Somewhere, Oregon"
"2228",2228,"ImmoralLogic","in my defense for posting nonsense, i got the flu shot, i have autism now","Kentucky"
"2229",2229,"tayskyekay","On today’s episode of I’m an irresponsible piece of shit: my doctor diagnosed me with the flu and asked why I didn’t get the flu shot/why I don’t care about myself apparently and I said “I forgot” https://t.co/8eUKE9r2ZA","Pittsburgh, PA"
"2230",2230,"Blake_Wilcoxen","Never got a flu shot and I haven’t been sick once <U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914>","Tacoma WA"
