"","screen_name","text","location"
"2933","jerryayon9","@kcranews It was probably from the flu shot <U+0001F489>","United States"
"2934","DanielG21450771","@Tinker_Bell_04 @GOP OMG! Help I'm full of communist flu shot! Some people.","United States"
"2935","maggiex3may","Always a moment when you look back and realize when you messed up... for example, four days ago someone asked me if I had a flu shot yet.  Today I have the flu.  Been thinking about it while I laid in bed alllllll day lol","University of New Hampshire "
"2936","HFIdaho","“The #FDA admits it has never licensed any influenza vaccine for use by pregnant women and does not have a single clinical trial supporting the safety of this practice.” https://t.co/BFDkuoAasE https://t.co/CCEfpTYwtd","Idaho"
"2937","Paul_USAPatriot","@thereal_truther @forrestmaready study or proof of this??????? link?  
I suppose it's all ""coincidence"" or ""timing"" that a day after my 18mo nephew got a stupid FLU SHOT, he went into convulsions &amp; had a 103 degree fever, but I suppose that is ""timing"" as well?  

you wouldn't happen to work for Pfizer would ya?","Nevada, USA"
"2938","sramkrishna","@editingemily maybe a strain of flu that your flu shot didn't account for?  I prefer to find ways to make my immune system work for it.","Oregon, USA"
"2939","Aim911","PSA-Tamiflu and the flu shot have not done a damn thing for the influenza virus that I have been blessed with. Going on day 7 and I still feel like I’ve been hit by a truck. $180 doctor visit and $100 for the medicine, yet I still can’t function and I look like a corpse https://t.co/xsdbF59oV1","Greenwood, IN"
"2940","acowan25","@Tennessee_Jed7 @Brasilmagic I bet she wouldn't turn down a flu shot, if everyone around her was getting the flu.","Los Angeles, CA"
"2941","vesaldi","My shoulder hurts where I got my flu shot, RIP. <U+2620><U+FE0F>","Chicago IL"
"2942","KarlChristian","@DGinColo See... The thing is, I did gets flu shot this year.","Denver, CO"
"2943","wtaptelevision","Getting a flu shot has been a topic of debate for many pregnant women. But a new study, conducted by the CDC, hopes to put those concerns to rest. https://t.co/rxOd9H5uHh","Parkersburg, WV"
"2944","editingemily","I literally just told a nurse to fuck off. Do they actually reach your brain with a flu test?! JFC. 

I GOT A FLU SHOT EXACTLY FOR THIS REASON. <U+0001F629> https://t.co/ZM0XHTiVI3","Denver, CO"
"2945","juliekiel","@Allen_Clifton Can she get some tamiflu?  Did she have a flu shot?","Owatonna, Minnesota"
"2946","MangoQuueen","@Mouse_Jones Should hav gotten that flu shot.. like i did.. https://t.co/ymSLx4mXfv","United States"
"2947","MsSparrow23","I have the flu for the first time in my adult life and all I can say is DAMN I am glad I got the flu shot because this could've been SO much worse. Thanks to this and the impending snowpocalypse,  I have the perfect excuse for a movie marathon in my pajamas for the next few days.","Denver, CO "
"2948","bruber_j","Loved<U+2764><U+FE0F>being MOM today!!! Took care of me &amp; got a flu shot. Found out I have a sinus infection. But most importantly had fun watching Nate &amp; his @DreamTeam2nd Hawk friends enjoy themselves! #goodtimes Finishing the day off w/ a poke bowl @LemonsharkPoke https://t.co/Ajh43rmgHl","NC"
"2949","mahummm_","“you know why i don’t get the flu shot? cause you get the flu after” no shi","m
"
"2950","Blau_Rascon","I completely forgot I got a shot today. Kinda expected to feel a bit gross afterward like my flu shot, but nothing so far. Neat.","Pennsylvania, USA"
"2951","egcharismolling","The birthday weekend so far: 
*the RMV
*completing my ethics certification for the city for the 2nd time in 3 months
*2 doctors appointments &amp; a flu shot
*40 min walk to a store only to find it closed early for a family emergency. 

So, it can only go up from here? <U+0001F605><U+0001F973><U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>","Boston, MA"
"2952","momztweet","@Allen_Clifton Good luck with that. My flu shot has worked thus far, despite a raging case in the un-inoculated in our household. <U+0001F91E>","North Carolina"
"2953","probopassed","I forgot to get my flu shot this year and now I have the flu. If you're reading this and haven'y gotten your shot, go get one. I'm so stupid lmao I deserve this","Maryland, USA"
"2954","kayy_Garcia","Why’d I get the flu shot if I was just gonna end up getting the flu? What a scam.","Arlington, VA "
"2955","beccahathaway42","My daughter has had her flu shot. I cannot imagine how much worse she would be if she hadn’t had the shot.

Please, if you or your loved ones haven’t had the flu shot, go and get it. You don’t want to feel as bad as my girl, or as scared as her parents. And certainly not worse.","Ankeny, IA"
"2956","SethRudetsky","Thanks, Abby! Tell your Mommy to get her flu shot!!! https://t.co/rkBCF1Zu0n","New York City"
"2957","KYWNewsradio","Not only is it safe to get a vaccine during pregnancy, it's necessary https://t.co/8qUbQm8XtL","Philadelphia, Pa.  USA"
"2958","CalMur2","Went back Urgent Care today. Now it's a sinus &amp; lung infection. At least this time he gave me antibiotics. There I am, sick, w/an infection &amp; a 100.6 fever &amp; he asks if I want a flu shot.

Do they get commissions for asking?",""
"2959","KaraPaints","Recovering from the flu has been...a trial. I have serious brain fog &amp; the need to nap every day. My joints all feel crunchy &amp; weird. (I got the flu shot, so u can relax)","Tinley Park, IL"
"2960","Sonny_Zay32","@klanzaaaaaa I’ve never gotten any flu shots and I’ve never got the flu &amp; how are they going to give u a flu shot for last seasons flu when it changes every year? <U+0001F914> just a conspiracy for money imo. &amp; yes I do believe in vaccines for babies, just not vaccines for flu, only the mandatory ones","Cloud City"
"2961","V_V_G","@krupali I always get a flu shot.","Minneapolis, MN"
"2962","kait_lin85","Wanted: Kleenex, popsicles, and diet ginger ale. Can leave outside my door. Side note - next year I’m getting a flu shot.","London, Ontario"
"2963","Palestixian","I got a flu shot yesterday and now I’m sick",""
"2964","Frick35","Hadn’t got the flu shot in over 10 years (bc I got the flu the only other time I got the shot). Got the flu shot this year and here I am with the flu","Lexington, SC"
"2965","SkinnyTrevor","The flu virus entering my blood stream after I got a flu shot https://t.co/UKFPgdmp1f","Half Way Between Joy & Dispair"
"2966","SkinnyTrevor","I love how my whole family talked me into getting a flu shot and then I end up getting the flu anyway https://t.co/VVOMZY2t8m","Half Way Between Joy & Dispair"
"2967","ChiGastronome","@Tillman_40 @Shep670 @GoodieDickman No that goes for the flu shot as well","Chicago "
"2968","Made_In_Japan76","@alaceywill I had some migraines as a kid, but they didn't become a daily problem 'til I suddenly became ill with ME/CFS after I came down with the flu right from the 1st flu shot I ever had. (I'm not anti-vax, though.) So my migraines are wrapped up with the other illnesses.","Texas, USA"
"2969","CharlotteCasler","The flu shot gave us all a false sense of security and now we are all paying the price","Ellensburg, WA"
"2970","bestnewsicu","Flu Shot Won't Cause Miscarriage, Study Confirms - https://t.co/pRdQTuGnlB https://t.co/uAqY0qpXkO","United States<U+0001F1FA><U+0001F1F8>"
"2971","cal528","@ChiefJayyy I need a triple shot of something. This flu is killing me.","Warm Springs, OR"
"2972","JLParris","I have a friend who has Asperger's syndrome.. plus yes I'm quite aware about eosinophils and if they are allergic to feathers and I am serious about this any flu shot with a chicken protein in it can escalate 2 a dangerous degree the illness. I know you have your hands full. https://t.co/8zYuIeX7ZD","United States"
"2973","MomMummyMama","ME to KID learning how the #dinosaurs went #extinct: ""They don't want you to know the REAL reason they all died"" KID: ""oh really?! Why they all die then?"" ME: ""One dinosaur convinced the other dinosaurs to not get #vaccinated."" Kid: ""....... Can I get my flu shot?"" #parentingwin","Canada"
"2974","FeelHealthy2Day","<U+0001F34F> Flu Shot Won't Cause Miscarriage Study Confirms https://t.co/bCbYLyFLeP #Uncategorized <U+0001F538> https://t.co/UhoUKH9Evs <U+2190>","Fargo, ND USA"
"2975","Rae_minjoonie","Me: gets flu shot
*you may get flu like symptoms for up to 24 hrs*
Me:.....well looks like I’ll be staying in","United States"
"2976","homeprospering","Flu Shot Won't Cause Miscarriage, Study Confirms https://t.co/XWRDRUvnX2","New York, NY USA"
"2977","heatherswifty","Flu shot will not cause a pregnant woman to miscarry, study says - CNN https://t.co/X6WhiSlE0G","Ithaca, New York"
"2978","NChardonnet","@deborah91473 I got a flu shot and also ended up getting Influenza A. Luckily it didn’t last too long — less than 24 hours with a fever — still not fun though.","Saint Louis"
"2979","Economy_Air_Aub","""A flu shot for your home!"" With flu season in full force, right now your indoor air quality is crucial. Help protect your family from the flu by having a Reme Halo, or one of our other IAQ items installed in your home. Call us today 334-524-5328 https://t.co/6VVBoYFpdJ","Auburn, AL"
"2980","varussic","my aesthetic is having tattoos but being nervous to get a flu shot","Pittsburgh, PA"
"2981","myHealthPal","Flu Shot Won't Cause Miscarriage, Study Confirms https://t.co/tGLSwE83bE","London & New York"
"2982","OhioBot5000","@Freckles10643 @BARB4TRUMP @tonykimble4 @quippingalong @Tialin @Reaper_Ovrwatch @ronquille_paul @RedWavePaige @gramma_rose @zerah @IamTheStorm8 @DBurton3 @avidrunner7 @Stella_Basham1 @Noreen69492093 @RDevole @nightOwlbookLvr @edbarber101658 @TessLawver @ButchOred @CatFertitta @ACNamlik @TiaraMaga @Darrinbillingsl @soniarivera858 @scifihq @paulag87969402 @TC1776 @Vncenza2 @DjtZulu @LindaMusgrove9 @changeditall @faith_nAmerica @kimberlycovfefe @tammyonthetrain @crt39437 @MarilynKayStew1 @Rising_Sunbeam Yup! I agree! Asked a young nurse at my doctors office what she thought about vaccines and she was honest! Said they could cause harm, had toxins in them and that she hated that they were forced to get a useless flu shot every year!","Cleveland, OH"
"2983","rosamyoung","My pharmacist is so hot I’m considering getting a second flu shot.","Columbus, OH"
"2984","elevated_caro","So i went to my physical yesterday by myself for the first time.. they said I needed a Flu shot so I got it.. little did i know that my mom never makes me get it because last time I did I almost died and my body reacted really bad to it.. my body is currently reacting really bad","Cleveland, OH"
"2985","Lackeyjk","Do you really need to get a flu shot? YES. https://t.co/TV0G18YS3f #TeamCVS","Franklin, MA"
"2986","discgman","@LLcoolRay14 I work at school, get flu shot and constantly wash hands.","Sacramento, CA"
"2987","Millie_12591","Lehigh County woman gets $11.6 million settlement for paralysis caused by vaccine - tribunedigital-mcall https://t.co/6dNyoReEfO via @ArchiveDigger","Austin, TX"
"2988","LoriFrantz","@MartyToons Been sick with this flu for about a week. Fever is just awful. Next year I will think about that flu shot. Don’t want to go through this again... <U+0001F611>","United States"
"2989","gman2135","@cher Ever hear of a flu shot, Cher?

(Say ""flu shot Cher"" ten times)

Ok, maybe not.

I'm just in a strange mood.",""
"2990","_vanessalynn","Makes sense how I get the flu shot but still have gotten the flu like 5 times right","<U+0001F4CD>OKLA"
"2991","BarronNonnie","@spfly20 Get a flu shot!","Pennsylvania, USA"
"2992","Ajasmine0715","I'm in a doctors office right now where a man loudly on his phone is encouraging his family not to get a flue shot because the last time he got one 20 years ago he got the flu and it was ""full of mercury"" which is somehow Obama's fault even though he wasnt president 20 years ago.","Tennessee, USA"
"2993","buschyyyy","&amp; i am bitter bc i got the flu shot but I’m only around children so ..... a + b does equal c","Palm Springs, CA"
"2994","sickweather","With a new strain of the #flu going around, getting #vaccinated is the easiest and most cost-effective way to protect you and your loved ones from getting sick! #FluFactFriday 
https://t.co/01FDGca3Gh","United States"
"2995","KALBtv5","WATCH: According to a new study, the flu shot will not cause pregnant women to have miscarriages. https://t.co/l6i2JeHC0x","Alexandria, LA"
"2996","WPLGLocal10","Study shows flu shot will not cause a pregnant woman to miscarry. https://t.co/AfpkKvZgJi","Miami, FL"
"2997","Francoinss","The only shot im taking in 2019 are flu shots. Lol","Philadelphia, PA"
"2998","LouisLeoIV","If you think vaccines are safe, ask NY Sen. Jose Peralta about his flu shot experience.

Oh wait. You can't because it killed him.","United States"
"2999","desertmama_tx","I’m already highly skeptical about vaccines as it is <U+0001F611> I’m not putting my child even more at risk for seizures just for a “flu shot”.","Texas, USA"
"3000","desertmama_tx","I opt out of flu shot for both my children because Bug is allergic to eggs and we think E is also. E’s nurse tried to talk me into getting E his flu shot and I said no. One of his vaccines in addition to a flu shot puts him at higher risk for seizures caused by fevers.","Texas, USA"
"3001","PergamIC","@HutchIDScience @fredhutch @SeattleCCA @uwsph @uwepidemiology @UWMedicine And to get tested for the Seattle Flu study https://t.co/uK6GsH5Lt7","Seattle, WA"
"3002","DuenoTatiana","Working with kids is so great...until one of your kids has a virus, one has the flu and the other pink eye...what is happening right now?<U+0001F637>","Lancaster, PA"
"3003","rhododendronfan","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume https://t.co/vxwvy3rWTO","Oregon, USA"
"3004","PrincessWifey13","@Sunset_SC2 Go to the DR to and asked to be tested for the flu. I was sick from Christmas through Feb and I had 2 different flu virus strains! And I had a darn flu shot","California, USA"
"3005","meghanmongillo","My baby has the flu! Yes, he got a flu shot. The doctor said that the shot isn’t stopping the virus but it is lessening the symptoms. (He’s one of a handful of confirmed cases at his daycare so it’s going around) @Local12 https://t.co/HXpABZVCn5","Cincinnati, Ohio"
"3006","redpenmamapgh","@antiangie Parasites, virus, fungus, and bacteria. That is what I am learning. and that flu during pregnancy has been associated with brain and nervous system disorders. <U+0001F914>","Outside of Pittsburgh"
"3007","over_it_mtl","@DOwOgler @kris_pyyyyy They protect more against the flu. A pregnancy is not a virus you just catch. With all the women's lib crap and they still pretend they can't protect against an unwanted pregnancy???","Montréal, Québec"
"3008","Inveni_AI","The #Influenza virus kills tens of thousands of people per year in the US alone. Researchers are using #AI to better understand the flu in order to create more effective vaccines. #Healthcare #ML #Innovation #Technology
https://t.co/WJ7dJVB8XX","Connecticut, USA"
"3009","Lolipoplue","Day 3 of this flu like virus i think its kinda gone but oh MAN does my back and chest hurt. Everything HURTS ugh and so much makeup hw I gotts do <U+0001F62D> excuse me while i go die in a corner now #collegelife #spoonie #sick #tired","Chicago"
"3010","PAHealthDept","If you touch a surface with the #flu virus on it and then touch your eyes, nose or mouth you can get the flu. Prevent the spread of flu by not touching your face, cleaning surfaces regularly and washing your hands frequently! https://t.co/ILfo6DQZAE","Harrisburg, PA"
"3011","FinnRex","Scientists Resume Efforts To Create Deadly Flu Virus, With US Government's Blessing https://t.co/LJ2PG29Gnm","Rising Sun, MD"
"3012","SC_CT_RWA","#Flu season is winding down, but it’s not behind us yet. Whether you have the flu or are fending it off, it’s critical to drink lots of tap water and stay hydrated.
https://t.co/nC0pmzsS4q","New Haven, CT"
"3013","jameswestdds","We're almost out of #flu season.  While you typically can't get sick from the same virus twice, its still a good idea to change your #toothbrush out regularly. https://t.co/9rc0pCR6sX","Houston, TX"
"3014","famfightflu","As flu season continues, @US_FDA and @WHO delay the 2019-2020 flu #vaccine recommendations until late March due to an evolving flu virus. https://t.co/KK38risDmD #FightFlu","Arlington, VA"
"3015","famfightflu","Seriously, as if we didn't have enough #flu to worry about! Bats have been identified as a reservoir for a new type of influenza virus that could potentially attack the cells of humans and livestock. https://t.co/GPxH73ShKE","Arlington, VA"
"3016","famfightflu","#ACIP #flu update: @WHO has made their recommendation for flu virus selection for the 2019-2020 influenza season. A change from this current season. #fightflu https://t.co/YRC2CB0sD5","Arlington, VA"
"3017","famfightflu","Interesting #ACIP flu update explains how H1N1 virus predominated across the U.S. this season, except in Southeast region which saw mostly H3N2. Now, for past 3 weeks H3N2 has been increasing across the nation, proving that no one can ""predict"" what #flu will do each season.","Arlington, VA"
"3018","famfightflu","Honored to have our Board Member, Jennifer Miller, included in this 3 part series highlighting the fight against the deadly #flu virus via @PeiSzeCheng4NY @nbcnewyork https://t.co/xJitJcRciC The Miller family knows the dangers of #flu after almost losing their daughter Caroline.","Arlington, VA"
"3019","maddisunstoll_","@kaleighhenry0 literally same. ive had the flu, a stomach virus and 2 really bad colds in less than a month and a half. i don't know what to do <U+0001F602>","Lexington, SC"
"3020","CoercedTaxSlave","@DocBastard @takeatoothbrush @MrsAmes84 @HonestMum Herd immunity is impossible with vaccines.
1) vaccine immunity is only temporary and wears off after a few years. Natural immunity is life long.
2) vaccinated people spread virus. Many vaccines are not designed to prevent transmission virus, only prevent symptoms.

#Vaccines #flu","Charlotte, NC"
"3021","CoercedTaxSlave","@CheriHeltOR Recently vaccinated people shed (spread) viruses to others, infecting them and endangering the immunocompromised. 

Also, many vaccines are NOT designed to prevent virus spreading, only symptoms. This is common knowledge to immunologists.

#vaccines #measlesoutbreak #measles #flu","Charlotte, NC"
"3022","CoercedTaxSlave","@SkepticCyclist @DocBastard @takeatoothbrush @MrsAmes84 @HonestMum That study showed a 630% INCREASE Of VIRUS SPREADING by the ones vaccinated with flu virus, compared to the unvaccinated. Scientifically herd immunity is impossible with vaccines regardless of the popular propaganda to the contrary. Her immunity is impossible with #vaccines #flu","Charlotte, NC"
"3023","CoercedTaxSlave","@SkepticCyclist @DocBastard @takeatoothbrush @MrsAmes84 @HonestMum A study showed that people vaccinated for flu can spread up to 630% more virus to others around them just from their breathing. Many inconvenient scientific studies prove herd immunity is impossible with vaccines. 

#vaccines #vaccine #LearnTheRisk #VaccineInjury #flushot","Charlotte, NC"
"3024","CoercedTaxSlave","@DocBastard @takeatoothbrush @MrsAmes84 @HonestMum Herd immunity is theoretically possible with natural immunity. Herd immunity is impossible with vaccines because vaccinated people spread virus. Viruses also mutate, as has already occurred with pertussis, and mutated viruses are also spread by vaccinated people.

#vaccines #flu","Charlotte, NC"
"3025","CoercedTaxSlave","@Awithonelison @ChipQuasney @cspan @RandPaul @SenRandPauI Many vaccines are not designed to prevent transmission so even if you don't get symptoms, you can transmit or spread the virus you are vaccinated against to others and infect others. I am not specifically referring to vaccine strain virus.

Vaccinated people spread viruses.

#flu","Charlotte, NC"
"3026","CoercedTaxSlave","@DerekCressman FACT: Vaccinated people spread viruses for weeks or months after they are vaccinated according to several scientific studies. People vaccinated for flu spread 630% MORE virus than unvaccinated people according to another scientific study. 

#VaccinateYourKids #measlesoutbreak","Charlotte, NC"
"3027","RhonaA_PhD","Signage at Piedmont Hospital &amp; rightfully so!
There’s a 2nd #flu wave breaking
Per <U+2066>@DrBenSpitalnick<U+2069>, ‘...best way to protect yourself &amp; your children is getting the #flushot. Even tho it’s late in the season it’s still effective’ #ListenToTheDoctor
https://t.co/vk36KZgiVz https://t.co/qMVsChxBrW","Atlanta, GA"
"3028","gingercasa1","Help Protect Against Flu Virus With These Simple Tips https://t.co/y0K2GT8XDf via @ellenblogs https://t.co/UuF2HjNgZP","Dallas, Texas"
"3029","ViraBurnayeva","#DidYouKnow that #GMO #Flu vaccine Flublock contains insect virus #DNA &amp; armyworm cell proteins?

https://t.co/SmrV59vypU

Substituting toxic vaccine ingredients with other potentially toxic ingredients does not make #vaccines safer. 

#LearnTheRisk #GMOs #VaccineSafety #FluShot https://t.co/WtxlIBVS45","NoVA, USA"
"3030","ViraBurnayeva","In 2016 #CDC Acknowledged that ""Nasal Spray"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used 

https://t.co/cMRKdCz07e

The data showed the effectiveness of live #FluVaccine against any flu virus was 3%. It means no protective benefit could be measured.

#VaccineFailure #vaccines https://t.co/Dy1ZT3JYeg","NoVA, USA"
"3031","ViraBurnayeva","Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninfluenza Respiratory Virus Infections Associated with Receipt of Inactivated #Influenza #Vaccine

https://t.co/kYIpEjYcnf

#LearnTheRisk #VaccineSafety #FluVaccine #Flu https://t.co/54rPkQ3Las","NoVA, USA"
"3032","ViraBurnayeva","Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?

#STUDY:  Increased Risk of Noninfluenza Respiratory Virus Infections Associated with Receipt of Inactivated #Influenza #Vaccine

https://t.co/kYIpEjYcnf

#LearnTheRisk #VaccineSafety #FluVaccine #Flu https://t.co/EJXSM67CwC","NoVA, USA"
"3033","HeySweetTweetz","Y’all really sleep in the same bed as your partner or significant other when they have the flu or some other virus? Pretty sure that’s what the couple at my job did. Guy came in hacking his lungs out till he puked in our back office. Thanks for putting us all at risk nigga! <U+0001F610><U+0001F610>","Kissimmee, FL"
"3034","ellenblogs","Because my husband has an impaired immune system, he's a lot more likely to get sick than I am. And, what starts as a simple cold or flu for me, can be something more serious for him. #IGotMyShot #IC #Ad @lungassociation  https://t.co/J9TpVHZ37H https://t.co/SrguOniuqh","Vermont"
"3035","TheNerdinaSkirt","Stupid flu virus
Multiplying and spreading
You can go to hell. https://t.co/nTCls6OPMq","Chicago, IL"
"3036","Nobody20191","Pussy and Dicks are killing people's like the flu virus..","Florida, USA"
"3037","Angie_Fritsche","So wrong yet so brilliant if you have to go to work sick.  #Flu #germs #virus https://t.co/u9bRr2ZNN2","Rochester, MN"
"3038","thisaintrightay","@RandPaul draws a false equivalency between the MMR vaccine and the annual flu vaccines. One cannot compare the effectiveness of the two since the flu virus constantly mutates. He should know that being a ""doctor"".
https://t.co/ruxcI315mA","Inland Northwest USA"
"3039","KCERprogram","It’s not too late to get vaccinated against the #flu virus! Click on this link to read why you should get the flu shot now: https://t.co/v2dTaBSqeH","Tampa, FL"
"3040","RealThndrMonkey","@wefitu12 @eileendt5 @ArnMenconi @YousefMunayyer @AOC @RashidaTlaib @IlhanMN You can't have Trump in the White House unless you have some Steve Kings out there providing cover for Trump. 

If you have the flu with a cough... you just don't attack the cough (Trump), you go after the virus (Steve King).","Western Arkansas"
"3041","Jibi_64","@jankdotnet @DemiShackleford Not only that, but the more people choose to undermine herd immunity, the quicker a virus/illness evolves and basically outdates developed vaccination attempts.

Source: I worked in pharmacy for several years and saw this exact thing happen for a couple of flu seasons.","Lake Worth, FL"
"3042","eatartdaily","Want to change your life? 

1. Catch a terrible flu virus in March
2. Spend five days indoors losing your mind and talking to the kettle
3. Actually see Jesus. Repeatedly
4. You now know what to do","Cyprus"
"3043","hln2002","@LayaliQais4 @such_as_breeze <U+0627><U+0633><U+0645> <U+0627><U+0644><U+0644><U+0647> <U+0627><U+0646><U+064A> <U+0645><U+0627><U+0627><U+062D><U+0628> <U+0627><U+0644><U+0627><U+0628><U+0631> <U+062A><U+0642><U+0644><U+0644> <U+0627><U+0644><U+0645><U+0646><U+0627><U+0639><U+0647> <U+0648><U+062D><U+062A><U+0649> <U+0627><U+0644><U+0627><U+062F><U+0648><U+064A><U+0647> <U+0628><U+0634><U+0643><U+0644> <U+0639><U+0627><U+0645> <U+0627><U+0644><U+0627><U+0641><U+0636><U+0644> <U+0648> <U+062E><U+0627><U+0635><U+0647> <U+0627><U+0644><U+0643><U+0645> <U+062A><U+0623><U+062E><U+0630><U+0648><U+0646> <U+0644><U+0642><U+0627><U+062D> <U+0627><U+0644><U+0641><U+0644><U+0648> <U+0628><U+0634><U+0647><U+0631> <U+0669> <U+0635><U+062D> <U+0645><U+0627><U+064A><U+063A><U+0637><U+064A> <U+0643><U+0644> <U+0627><U+0644>  <U+0623><U+0646><U+0648><U+0627><U+0639> flu virus <U+0628><U+0633> <U+0639> <U+0627><U+0644><U+0627><U+0642><U+0644> <U+064A><U+0642><U+0644><U+0644> <U+0645><U+0646> <U+062D><U+062F><U+062A><U+0647> <U+0648> <U+0627><U+062D><U+062A><U+0645><U+0627><U+0644> <U+0645><U+0627><U+062A><U+0635><U+064A><U+0628><U+0643><U+0645> <U+0627><U+064A> <U+0639><U+062F><U+0648><U+0649>","Milton, Ontario"
"3044","CincyHealthNews","Article includes comments by Robert Frenck, MD, of  @uofcincy Department of Pediatrics and @CincyChildrens, in his role as a member of the Ohio Chapter of @AmerAcadPeds. https://t.co/iWmAeyzGDK","Cincinnati, OH"
"3045","youssefrddad","19 more die from flu-related illness in Arkansas last week, and the health department says about 70 percent of those patients either didn't get a flu shot or had no vaccination history. #ARNews https://t.co/pSnMuTP5Bl","Little Rock, AR"
"3046","NHSaaa","#FluFact: COPD can put extra strain on your body making you more vulnerable to the #flu virus. Get vaccinated! #ReadyForFlu https://t.co/YOCyLZVw8C","Ayrshire"
"3047","NHSaaa","#FluFact: COPD can put extra strain on your body making you more vulnerable to the #flu virus. Get vaccinated! #ReadyForFlu https://t.co/dq5oGUC0FR","Ayrshire"
"3048","Crewsett","@BillCubbieBlue Just read another Mooney piece saying the virus was mononucleosis. How much worse is that than the flu? I legitimately don’t know.","Philadelphia"
"3049","amirspeaks","So far this flu season, Swine flu (H1N1) virus has been dominant, but a more aggressive H3N2 strain has overtaken it, said Doctors Association Kashmir (DAK) on Wednesday in a communiqué. https://t.co/UDXRirUD80","Kashmir"
"3050","brighterkashmir","New post (H3N2 strain overtakes swine flu (H1N1) virus: DAK) has been published on  - https://t.co/4WUWNEobhg","Kashmir"
"3051","JalelSalem1","@sqrlnutz @realDonaldTrump @nytimes Of course, it is possible that they took an existing animal virus &amp; added mutations for humans. This is common in biological warfare; it is far easier to take existing strains of Avian/ Swine flu or Ebola &amp; make them even more deadly or infectious than to create a whole new virus","Stafford Springs, CT"
"3052","EarlMatthews","If only there were a vaccine for the flu virus. Then we could give it to people for free and prevent this all together.
Oh... wait. https://t.co/zD6er6rhih","Florida, USA"
"3053","Basia303","Just in time for flu season! @glblctzn and @JNJCares made this video explaining the virus and the work being done to defeat it once and for all. https://t.co/4aGdR8ddkn","Staten Island, NY"
"3054","drkdhoffman","Since 2010, the years with a preponderance of the H3N2 flu virus strain have had the highest costs, highest number of cases, highest number of hospitalizations and highest number of deaths. https://t.co/hn8JqgU5E3 https://t.co/IO3RDmq4SE","US"
"3055","drkdhoffman","Since 2010, the years with a preponderance of the H3N2 flu virus strain have had the highest costs, highest number of cases, highest number of hospitalizations and highest number of deaths. https://t.co/hn8JqgU5E3 https://t.co/m0OcB0jj6U","US"
"3056","SeattleSunshin1","@amyklobuchar @SenMarkey @SenTinaSmith Why? Can we get actual data instead of models, and only count deaths of people who have the virus for a few years before spending this money? Today any death of pneumonia during flu season is attributed to flu. New vaccine wont stop all the “flu-like” deaths 99% of which aren’t","Seattle, WA"
"3057","ArkansasOnline","The state Department of Health’s weekly flu report showed a sizable jump in the number of flu deaths officials have recorded, rising from 38 last week to 57 in the agency's latest report: https://t.co/JqWjVkAX55","Little Rock, AR"
"3058","Shadowbird","@amyklobuchar @SenMarkey @SenTinaSmith You can't create a ""universal"" flu vaccine. It's impossible due the mutation rate of the virus.","Washington, USA"
"3059","hypsterprincess","by now. If they would do their fucking research, they would know that a stroke is something that happens to the brain. The flu is a virus that attacks your respiratory system. Fuck out of here with your Google PhD.","United States"
"3060","estarianne","@bouncermom I don't think hubby had the flu, he didn't think he did.  Just a UR virus of some sort.

I have had a sore throat on and off but that happens a lot when I don't feel great and nothing comes of it.","California, USA"
"3061","LloydLost","@Dangamipissed @KateQFunny @BrodyismeFriend @TheComedyStore @samtripoli @MelloComedic the flu is a virus you don't get it playing in the snow in bikini lol","Las Vegas, NV"
"3062","sparklegracie55","It’s crazy how the flu and all virus can mess you up.","Waterloo iowa"
"3063","Jennife96199721","@Cordicon I told my Husband if you get the flu shot this year don’t come home! They offer it at work every year and every year I get sick from him and bringing the live virus home!!","Cypress, Texas"
"3064","marshallgracec","UPDATE <U+203C><U+FE0F> 8/12 of my family members who were together this weekend are also sick... it’s either a stomach virus or the flu. SEND GOOD VIBES. There is not enough chicken noodle soup &amp; pedialyte in this world to save us rn.","Houston, TX"
"3065","WTOCHarley","Doctors say it’s never too late to get a flu shot!!

https://t.co/SS6XK32YNG","Claxton, GA"
"3066","WTOCHarley","Today I sat down with @DrBenSpitalnick to talk about measles and vaccines. We have the story tonight on THE News at 11. 

If you missed the earlier story on the flu, click here—-&gt;&gt;&gt; https://t.co/SS6XK32YNG https://t.co/MyeQDNjoD5","Claxton, GA"
"3067","Sarah_Lazar","I fainted on a downtown A train about two years ago, I had some kind of virus/flu thing and hadn’t eaten or drank anything in like two days. I had to run a really quick errand and when I got on the subway, about two stops in, just totally collapsed","New York, NY"
"3068","Wesley_Inman","@leighgarrisonok @politico 1) So we risk a healthy child to potentially protect an ill child?  Or another angle.  Vaccine studies are now showing “shedding” of the virus is far higher in “vaccinated” children. Take for instance the flu.  This study reveals “vaccinated” children shes the virus at 600x...","United States"
"3069","marcelmtl","@grantmccagg So it's def not related to the flu bug/virus going around the team?","Montreal, Québec, Canada"
"3070","ajdykstra","@garvtastic We’ve been nonstop! The stomach bug from last week RETURNED!!! Pink eye, strep, ear infections, cold, flu, stomach virus...I feel your pain!!!","Denver, CO"
